,id,query,related_url,title,arbitration
0,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/31824567,read() method of BufferedReader and InputStreamReader,1
1,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/10547362,Bufferedreader explanation?,0
2,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/17179952,Read String and bytes from the same file java,1
3,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/26095918,How do I decide how many bytes to read from an inputstream?,0
4,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/23094693,Read bytes between specific offsets in java,1
5,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/1341345,Does a Java Scanner implicitly create a buffer even if you do not pass it one?,0
6,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/7328491,How to read file bytes in Java?,0
7,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/31687813,How do I use BufferedReader to read lines from a txt file into an array,0
8,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/17622324,BufferedReader then write to txt file?,0
9,22216398,Can BufferedReader read bytes?,https://stackoverflow.com/questions/28378023,Is there a way to get the offset of the current byte with BufferedReader?,1
10,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/10601676,Display a webpage inside a swing application,0
11,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/9790887,Tool to convert a Java Swing application into applet,0
12,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/10121991,JavaFX Application Icon,0
13,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/667416,Display CMD output in my GUI (java),0
14,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/21309627,How to add JLabel at run time in Swing?,0
15,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/22122935,Live counting in GUI,0
16,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/17365378,Display Java System Properties with Swing,0
17,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/33121375,Swing JFrame not displayed,0
18,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/1389285,Real-time graphing in Java,0
19,6190127,How do I write logs and display them real-time in a Java Swing application?,https://stackoverflow.com/questions/30441892,Why is my Swing app not displaying properly?,0
20,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/18231134,How to avoid java.lang.NoSuchMethodError: org.apache.poi.util.IOUtils.copy(Ljava/io/InputStream;Ljava/io/OutputStream;) in Apache POI,0
21,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/31423037,java.lang.NoSuchMethodError: org.eclipse.persistence.oxm.XMLUnmarshaller.setNamespaceResolver(Lorg/eclipse/persistence/oxm/NamespaceResolver;),0
22,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/14577909,ibatis spring java.lang.NoSuchMethodError com.ibatis.sqlmap.engine.builder.xml.SqlMapConfigParser.parse,0
23,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/30723370,java.lang.NoSuchMethodError: javax.ws.rs.core.Application.getProperties()Ljava/util/Map,0
24,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/10911938,Creating XLSX using POI API,0
25,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/22167945,java.lang.NoSuchMethodError: javax.persistence.spi.PersistenceUnitInfo.getValidationMode()Ljavax/persistence/ValidationMode;,0
26,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/27607961,NoSuchMethodError: org.springframework.beans.factory.xml.XmlReaderContext.getEnvironment()Lorg/springframework/core/env/Environment; With zkoss,0
27,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/9496413,java.lang.NoSuchMethodError org.springframework.core.annotation.AnnotationUtils.getAnnotation,0
28,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/16843112,NoSuchMethodError when Running Java App,0
29,8969497,  java.lang.NoSuchMethodError: javax.servlet.ServletContext.getEffectiveSessionTrackingModes()Ljava/util/Set; ,https://stackoverflow.com/questions/8611777,java.lang.NoSuchMethodError: javax.servlet.ServletContext.getContextPath()Ljava/lang/String;,1
30,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/30279096,java.net.ConnectException: Connection refused TCP,1
31,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/28167054,java.net.ConnectException: failed to connect to /192.168.253.3 (port 2468): connect failed: ECONNREFUSED (Connection refused),1
32,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/20492151,How to resolve java.net.ConnectException: /ip_address:port - Connection refused exception in android,1
33,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/35387685,why connection is refused while trying to use socket in PHP and android?,0
34,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/33944035,Connecting Android client to a Java servlet via wifi,0
35,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/14196842,Communications link failure while connecting to mysql,0
36,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/17798521,Android Socket doesn't connect to laptop server - but local Java program can,0
37,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/29684620,java.rmi.ConnectException: Connection refused to host: local host; in Eclipse,1
38,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/4678206,remote debugging a jnlp application with IntelliJ,0
39,15315213,Why do I keep getting java.net.ConnectException in my Android application?,https://stackoverflow.com/questions/14246151,Java java.net.ConnectException: Connection refused,1
40,30092041,Printing out with Byte[] Java,https://stackoverflow.com/questions/23128829,Printing the address of hex string instead of hex string value,0
41,30092041,Printing out with Byte[] Java,https://stackoverflow.com/questions/20112935,Java byte to string,0
